username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Gina Madeya,1001535657167089664,"Kirkland, WA",2023-01-21 21:11:36,"A good real estate agent can help you buy or sell a house, but an agent who is a REALTOR® is different. As members… https://t.co/sCPVE941pv",0,LaterMedia,
SeanNyberg,15824811,"Bellevue, WA",2023-01-21 20:36:13,"Will Michael Eisner weigh in on the Nelson Peltz Trian proxy fight with Disney?
He became Disney’s CEO after a host… https://t.co/oQlyHPkv1H",2,Twitter for iPhone,
skhmt🌼🇭🇰 🇺🇦,3010681123,"Bellevue, WA",2023-01-21 18:54:22,@BitsHammer I used to not really care either way about FSM - not invested in the argument and the lore changes all… https://t.co/jSyGYMWMXV,1,Twitter Web App,
Brian Bauman,1024417554855387137,"Redmond, WA",2023-01-21 18:04:39,"@AeresChronicles A testament, no doubt, to the goodwill fostered with the TTRPG community by the many, many compani… https://t.co/X4nffsEUZ2",0,TweetDeck Web App,
Elijah Winfrey,446417506,"Redmond, WA",2023-01-21 17:35:01,Time to workout 🏋🏾‍♀️ with my @onepeloton community! Getting ready to ride with @alextoussaint25! Let’s go team! https://t.co/Zl3iNhCKvM,0,Twitter for iPhone,
Elijah Winfrey,446417506,"Redmond, WA",2023-01-21 16:12:58,Great show this morning with my terrific guest Stella Waterhouse who joined me from the U.K.! We talked her series… https://t.co/32eeL1lwbI,0,Twitter for iPhone,
HeR Interactive,19257231,"Bellevue, WA",2023-01-21 16:05:22,"😋 Yum, it's every entry submitted for the #NDCookie22 Cookie Contest! 🎉

🍪 View winning entries here:… https://t.co/TIUhvoj9ov",4,Sprout Social,
Sasquatch Strength,1196452404834603008,"Redmond, WA",2023-01-21 16:02:31,"Sumo Deadlifts with a pause! Look at that form! 
⁠.
.
.
#community #sasquatchstrong #workout #fitness #motivation… https://t.co/YbVsowRpN6",0,LaterMedia,
MSN,15856435,"Redmond, WA, USA",2023-01-21 09:55:59,"The menswear shows in Paris are underway and despite chilling temperatures and a debilitating transit strike, the f… https://t.co/MjTgkUUgQZ",0,Sprinklr Publishing,
Everything Microsoft,20439140,C:\Redmond,2023-01-20 23:58:03,MTC Weekly Roundup - January 20 https://t.co/yKIPDyaKCb,0,dlvr.it,
Bill Capodanno🇺🇦⚽️,14174933,"Bellevue, WA",2023-01-20 23:52:01,"@SoundersFC @providence Wow, couldn't be more disappointed the club completely tossed its values aside for extra $$… https://t.co/zCR6UXxd3V",0,Twitter Web App,
Paizo,16162631,"Redmond, WA",2023-01-20 22:35:18,"@jaa0109 The #Pathfinder2e Beginner Box is currently on sale for 25% off, with a bonus free Lost Omens PDF in our O… https://t.co/qaNbnN4Jvt",11,Twitter Web App,
k. LEE,2284258658,"Redmond, WA",2023-01-20 22:27:52,@lura_groen My most consistent community is a zoom book club I joined summer 2020. They stay with me when I move ac… https://t.co/9YJaZTV9RS,0,Twitter for Android,
Bellevue Parks,360201581,"Bellevue, WA",2023-01-20 22:18:07,Human services organizations are invited to apply to the City of Bellevue for funds to address critical human servi… https://t.co/wXoatjGfBn,1,Twitter Web App,
John Sambrook,1585842814960959488,"Kirkland, Washington, USA",2023-01-20 21:34:19,"@hecate40 @MrAndyNgo I doubt they will do any prison time. They might get some  ""community supervision"" time. It's… https://t.co/X5YAoMGJ2T",0,Twitter Web App,
ANTHONY 🐬,271947041,"Bellevue, WA",2023-01-20 21:24:40,@elonmusk @BillyM2k @christinebarnum More than anything the Tesla community wants a Cybertruck update. Anything mea… https://t.co/5bMhwLTyLz,0,Twitter for iPhone,
RairdonKirkland,94427041,"Kirkland, Washington",2023-01-20 20:30:57,Looking for a local park to explore and get some fresh air? 🏞 Check out the lovely Marina Park located here in Kirk… https://t.co/oMf61IBPJg,0,SocialPost App,
Alfa Romeo of Kirkland,874351228624355329,"Kirkland, WA",2023-01-20 20:04:01,Looking for a local park to explore and get some fresh air? 🏞 Check out the lovely Marina Park located here in Kirk… https://t.co/Pqm08g8ikw,0,SocialPost App,
React Native at Microsoft,720724223191154688,"Redmond, WA",2023-01-20 19:59:58,"We're also thrilled to have the opportunity to join you and the community at several conferences in 2022, including… https://t.co/c5C3Oq36tX",1,Twitter Web App,
React Native at Microsoft,720724223191154688,"Redmond, WA",2023-01-20 19:59:53,Next up: releases! We've worked together with engineers from @reactnative and the broader community to release four… https://t.co/TNjprk9Fhz,1,Twitter Web App,
Microsoft Telco #5G #Edge #AzureForOperators,94616097,"Redmond, WA",2023-01-20 19:26:13,Head over to the #AzureforOperators Tech Community Blog to read recent announcement on @deutschetelekom has reached… https://t.co/uqDCCifTmC,0,Sprinklr Publishing,
Mike Tholfsen,27673327,"Redmond, WA",2023-01-20 19:24:44,NEW! We've just launched a #MicrosoftEDU Partner site 🚀 Partners can sign up and become eligible for education-spec… https://t.co/KskRUjIhFl,13,Twitter Web App,
Coldstream WM,563264345,"Bellevue, WA",2023-01-20 18:51:55,"We’re grateful to partner with the @salvationarmy Eastside Corps again this year! 

The first of our quarterly volu… https://t.co/qgzQcrAVHo",0,Hootsuite Inc.,
Conner Homes,221092049,"Bellevue, WA",2023-01-20 18:00:06,Our townhomes at Tehaleh community in Bonney Lake has something for everyone. Enjoy your home and all the amenities… https://t.co/Xi5vuSglLt,0,HubSpot,
The Weaver Team,946398645225533440,"Bellevue, WA",2023-01-20 17:31:03,Just sold!! Vintage home in the coveted Green Lake community of Seattle. Just blocks away from the Lake. This home… https://t.co/W3P1szrQm8,0,Buffer,
Maserati of Kirkland,2756898481,"Kirkland, WA",2023-01-20 14:01:21,Looking for a local park to explore and get some fresh air? 🏞 Check out the lovely Marina Park located here in Kirk… https://t.co/ovGAbNSVNy,0,SocialPost App,
Shine Entertainment Team,1534602041036681217,"Bellevue, WA",2023-01-20 13:51:11,"#ThankfulFor the energy that #MizzouArena &amp; their students, fans &amp; community bring to the #MensBasketball games.… https://t.co/LlcXXdnBlc",0,Twitter for iPhone,
Dress Decorum,1602805830860296192,"Bellevue, WA",2023-01-20 11:07:02,Pageant Dress Ad https://t.co/Ou4ILPTT2G via @YouTube Bring a little Decorum to your next pageant Dress w/ our comm… https://t.co/LDtfFVi1jr,0,Twitter Web App,
BIG BURKY | BRIAN ENERGY w/ ⭐️⭐️,945182767,the purple palace,2023-01-20 02:49:45,@rickjudd21 @S_and_B_Podcast @The32Krew 🥰🥰🥰 love our community.,0,Twitter for iPhone,
Microsoft Excel,15934026,"Redmond, WA",2023-01-20 00:52:26,@Sononmac Hi there! Thanks for reaching out. That's a great question. We found this article about the designs with… https://t.co/IdwOLehmHy,0,Sprinklr Publishing,
Paizo,16162631,"Redmond, WA",2023-01-20 00:15:02,"More than 1,500 tabletop publishers have joined together to pledge their support for the development of a universal… https://t.co/32xSMX82Hk",1583,Buffer,
Boys and Girls Clubs of Bellevue,1684079730,"Bellevue, WA",2023-01-20 00:01:23,"🥳Last month, our South Bellevue Community Center Clubhouse's family night featured marvelous decorations, a photo s… https://t.co/gHUvT7CFA4",0,Hootsuite Inc.,
Experis User Research Solutions,1072263886693265408,"Bellevue, WA",2023-01-20 00:00:23,Share the love (and feedback) this February with our Seattle team! Our latest study needs insight from community me… https://t.co/tLBAhmWeOO,0,Twitter Web App,
The Sibling Support Project,1377677229799350272,"Bellevue, WA",2023-01-19 23:48:29,Is 2023 the year that you will make a difference in the lives of siblings in your community? Join us for an online… https://t.co/0j1nVp8pgu,1,Twitter Web App,
RedmondWaPD,1959389232,"Redmond, Washington",2023-01-19 23:15:06,"After recent crashes and complaints from community members, Redmond Police has planned out some target areas where… https://t.co/ohqbXyFE3d",3,Twitter for iPhone,
Century21 Northwest,2871463146,"Kirkland, Washington",2023-01-19 22:24:41,"#sold
Congratulations Carrie Leinum Real Estate and to the owner of this recently updated home with ADU in convenie… https://t.co/Zg0Lhz1Gdd",0,Twitter Web App,
Microsoft Adoption & Community,1453125778040754176,"Redmond, WA",2023-01-19 22:04:30,"The Microsoft Community Advisory Board (MCAB) wants to make each community call impactful for ALL our friends. 

En… https://t.co/F6wdkQmDEa",4,Twitter Web App,
Century21 Northwest,2871463146,"Kirkland, Washington",2023-01-19 21:58:26,"#NEWACTIVE
*The ONE you have been Waiting For* Located in the Desirable Gated Community of Cedar Hills, this split-… https://t.co/CyOhZaq8wz",0,Twitter Web App,
Everything Microsoft,20439140,C:\Redmond,2023-01-19 20:08:03,Interested in Joining the Azure Data Community Council? https://t.co/9SJJoA6Y5f,0,dlvr.it,
Diego Dagoum,64471287,"Kirkland, WA",2023-01-19 20:05:11,"https://t.co/cijZz1NwWj

The needle still leans toward C++, considering Rust's smaller community and evolving stage… https://t.co/qhsOAzLi4V",0,Hootsuite Inc.,
City of Redmond,46755413,"Redmond, WA USA",2023-01-19 20:02:52,The City has again partnered with EMC Research to conduct Redmond’s annual community survey. Postcard invitations w… https://t.co/limOHgQ718,0,Hootsuite Inc.,
SeanNyberg,15824811,"Bellevue, WA",2023-01-19 19:38:55,@Raingoons @Kevfeige Peltz is not an unknown quantity. He’s better known than Perlmutter and has more of a track re… https://t.co/LRgPYC9wqj,0,Twitter for iPhone,
Steve Lee,3234616374,"Redmond, WA",2023-01-19 19:21:41,"Based on feedback from today's Community Call, we've opened a Discussion to build the agenda for next month's call… https://t.co/zHgN5rnXAG",3,Twitter Web App,
Century21 Northwest,2871463146,"Kirkland, Washington",2023-01-19 18:41:16,"#pricechange
L@@K AT THIS! BIG PRICE REDUCTION! Welcome To Viewridge At Lakeland! This Incredible Community Feature… https://t.co/AfdwRqqPxB",0,Twitter Web App,
John K,966044339494203392,"Redmond, WA",2023-01-19 18:28:20,"@davidbrunelle No. Apology not accepted. You'll need to do community service, or write some really good documentati… https://t.co/lBVdX0lnqI",0,Twitter Web App,
Dendron Chamberlain 🧬,1330680387698233345,"Seattle/Bellevue, WA",2023-01-19 18:11:54,@ADiaz_PhD @BAKcollege @CalPoly For my career change I am at @BellevueCollege for molecular bio. After what I exper… https://t.co/r7ONgTvMrv,0,Twitter Web App,
Dan Puravet,2259656737,"Bellevue, WA",2023-01-19 18:09:45,"@MichaelPSenger I know for a fact deaths were miscounted from the beginning.

I work w/the elderly &amp; am plugged in… https://t.co/XAdiQtQ60q",0,Twitter for Android,
Eastside Pathways,370913573,"Bellevue, WA",2023-01-19 17:45:14,The Bill Henningsgaard Fund for Children Grant 2023 assists in bettering the lives of and creating opportunities fo… https://t.co/S9dK6oE1k9,1,Hootsuite Inc.,
Missy Q,427862989,"Redmond, WA",2023-01-19 17:07:46,"The community support has been overwhelming. I'm very thankful I got to build it, make sure your voices were heard,… https://t.co/PtsgT5OjQN",0,Twitter for Android,
Missy Q,427862989,"Redmond, WA",2023-01-19 17:07:45,I used my skills as a public relations risk assessor to ensure PR and my team knew of issues. I flagged to marketin… https://t.co/twWHNdqHni,1,Twitter for Android,
Jared Nieuwenhuis,27817667,"Bellevue, WA",2023-01-19 17:04:31,"Thank you, Whispering Heights &amp; Collingwood Community Association, for inviting me to speak at your Annual Meeting… https://t.co/EXhpEBnSkM",0,Twitter Web App,
Rahul Khadse,165794533,"Redmond, WA",2023-01-19 15:56:43,@HelioHype @spontaneousbkpk Agree. You and @spontaneousbkpk covered this with building community guidelines and not… https://t.co/Raa0v2ULo0,0,Twitter for Android,
Rahul Khadse,165794533,"Redmond, WA",2023-01-19 15:27:39,"@spontaneousbkpk I think, there is a another way than this to create and maintain community without having to remov… https://t.co/WJ3WcuvetR",0,Twitter for Android,
Steve Lee,3234616374,"Redmond, WA",2023-01-19 05:58:09,@InkJQ_ @PowerShell_Team Do you want to demo at a PS Community Call?  (Doesn’t have to be tomorrow),2,Twitter for iPhone,
Jeff Teper,43008319,"Redmond, WA",2023-01-19 03:05:02,One of the very best #Microsoft365 community events 🙏💜💚 https://t.co/2hFCLMeGlg,3,Twitter for iPhone,
Joshua Hnosko,171650817,"Bellevue, WA",2023-01-19 02:27:55,@ske7ch Thank you Brian. Doing these shows and videos was the best. Always amazing working with you and the community team!,0,Twitter for iPhone,
Anabel Smith,1580832278812495873,Bellevue,2023-01-19 00:54:36,We are delighted to announce that SOLANA is joining Injective and the entire Cosmos community. We encourage you to… https://t.co/gKLK5KBTAb,0,Twitter Web App,
"Bellevue, WA Police",339802641,"Bellevue, Washington",2023-01-18 23:29:33,Registration is open for the 𝐁𝐞𝐥𝐥𝐞𝐯𝐮𝐞 𝐏𝐨𝐥𝐢𝐜𝐞 𝐃𝐞𝐩𝐚𝐫𝐭𝐦𝐞𝐧𝐭’s 𝐂𝐨𝐦𝐦𝐮𝐧𝐢𝐭𝐲 𝐀𝐜𝐚𝐝𝐞𝐦𝐲. This 12-week course takes deep dive in… https://t.co/onLZcLJ3XG,4,Twitter Web App,
City of Redmond,46755413,"Redmond, WA USA",2023-01-18 23:01:00,Join us Feb. 3 from 1-2 pm for the Redmond Senior &amp; Community Center Topping Out Ceremony as we place a beam in the… https://t.co/dP4hxjkEkp,0,Hootsuite Inc.,
FOTUS,707868277,"Redmond, WA",2023-01-18 21:44:33,@halogenica Community management 😀,0,Twitter for Android,
Century21 Northwest,2871463146,"Kirkland, Washington",2023-01-18 21:34:28,"#sold
Congratulations to Kimberly Wallencheck Century 21 Northwest Realty and to the owner of this Country living i… https://t.co/0TzpsHiF0I",0,Twitter Web App,
Stanley Daniels II,304683342,"Bellevue, WA",2023-01-18 21:16:14,"@nathaliejacoby1 No! I would investing in real estate, the newest and next startup companies, the next gen tech. I… https://t.co/2eMz85AoXs",0,Twitter for iPhone,
thinkbellevue,796419556856201216,"Bellevue, WA",2023-01-18 20:30:40,One-Time Arts Project Grants for Organizations are now open. Innovative projects that fill cultural gaps and inspir… https://t.co/e81rL9hPlV,1,Hootsuite Inc.,
Mylio Photos,2591844625,"Bellevue, WA",2023-01-18 20:30:18,Have you been meaning to scan and preserve your family photos? Here's how to get started: https://t.co/aUEuuXIcVt… https://t.co/k3ZVIoPk8c,0,CoSchedule,
Aegis Living,49690040,"Bellevue, WA",2023-01-18 20:16:03,"We're excited to be featured by @srhousingnews  for our award-winning design of Aegis Living Lake Union, which was… https://t.co/mnJLMRpoF0",1,Twitter Web App,
Microsoft Imagine Cup,41012588,"Redmond, WA",2023-01-18 20:00:02,Using #AI to solve complex problems that affect your community 🤝 Building these solutions for FREE with Azure for S… https://t.co/Q8Q7dWxcfF,0,Twitter for Advertisers,
Ryan J McNamara,1178776117794066432,"Kirkland, WA",2023-01-18 19:38:30,@mannythehitman @Epayme_uae Order my #Saitama Blackcard! So excited for the future of Saitama Devs and community,0,Twitter for iPhone,
Brandon🇺🇦,254162335,"Redmond, WA",2023-01-18 19:38:06,"via @dotnet: Announcing .NET Community Toolkit 8.1! Better, faster MVVM source generators, .NET 7 support, and more… https://t.co/0er1tLQ2Zc",0,dlvr.it,
Brandon H,738450206656630784,"Redmond, WA",2023-01-18 19:38:06,"via @dotnet: Announcing .NET Community Toolkit 8.1! Better, faster MVVM source generators, .NET 7 support, and more… https://t.co/Jch0VtpYLC",0,dlvr.it,
Microsoft Adoption & Community,1453125778040754176,"Redmond, WA",2023-01-18 18:32:00,"Who's a #Microsoft M365 CHAMPION?🏆

YOU🙌 are &amp; if you aren't yet, let's change that😉!

Join our Community Champions… https://t.co/BMABIQIntA",6,Twitter Web App,
Nick T,22068876,"Kirkland, WA",2023-01-18 18:27:03,I am cautiously optimistic. There is a time to make noise and a time to start the negotiations. We are at that time… https://t.co/KeJbQipZ6P,0,Twitter for iPhone,
Robert Bowling,3359851,"Bellevue, WA",2023-01-18 18:15:36,"Listen Call of Duty community… 

You can’t talk shit on the game for months and then get pissy when they take the a… https://t.co/ZhCl67apc1",121,Twitter for iPhone,
Bellevue Downtown,65075704,"Bellevue, WA",2023-01-18 18:00:10,Did you know we produce six different community events yearly in the #HeartofBellevue? Stay in the know by subscrib… https://t.co/vdtRttE9Wk,0,Twitter Web App,
Brendan,164148443,"Redmond, WA",2023-01-18 17:55:57,"@DestinyTheGame Not for nothing, but since the community is largely going to spend a few weeks working out the aver… https://t.co/Ak9OmbJW8V",0,Twitter Web App,
Jeff Butcher,618580716,"Kirkland, WA",2023-01-18 17:44:54,@MikeDavis88 @thisisinsider You guys are lighting the path connecting industry influencers to an engaged community.… https://t.co/EJwTxgK4FJ,0,Twitter for Android,
AAA_Washington,16072309,"Bellevue, WA",2023-01-18 17:00:14,"The results are in for Soap for Hope 2022: We collected over 45,144 toiletry items, weighing over 3,700 pounds! The… https://t.co/fpAzylvfL9",0,Khoros Publishing App,
Microsoft Adoption & Community,1453125778040754176,"Redmond, WA",2023-01-18 16:21:43,"For all the #Microsoft #UserGroups around the🌍if you are looking for a way to reach a broader audience, I would enc… https://t.co/c8fMwQylsR",6,Twitter Web App,
Bethan Cantrell,72448229,"Bellevue, WA",2023-01-18 15:06:00,Today is a good day to start building resilience into your work community: Keep sharing job postings; connect your… https://t.co/NBWtzD71ZR,4,Twitter for iPhone,
Auth0 Community,948240637823987713,"Bellevue, WA",2023-01-18 14:56:32,@vijayankit @auth0 Hey there! Sorry for the delay in response! That's a good usecase but unfortunately it's not doa… https://t.co/mJiYk4Mn3J,0,Sprout Social,
Auth0 Community,948240637823987713,"Bellevue, WA",2023-01-18 14:52:46,@JiiPiii Hey there! Unfortunately we believe it's not available publicly. If you have any questions about it please… https://t.co/7WlhZF372S,0,Sprout Social,
Auth0 Community,948240637823987713,"Bellevue, WA",2023-01-18 14:48:21,@l_Sir_Savage_l @auth0 Hey there! Can we ask you to open this as a public topic in our Community Forum here:… https://t.co/YbfQF2baYN,0,Sprout Social,
Microsoft SharePoint,26541422,"Redmond, WA",2023-01-18 14:44:11,"🤩 Great #Microsoft365Dev demo by @vesajuvonen on Intro to #MSFTViva Toolkit

✔️ Viva Toolkit &amp; #SharePoint Framewor… https://t.co/vhhuyZvSZX",7,Sprinklr Publishing,
Microsoft 365 Developer,23614766,"Redmond, WA",2023-01-18 13:33:07,"🤩 Great #Microsoft365Dev demo by @theChrisKent on #MicrosoftLists formatting magic

✔️ Use inlineEditField and setV… https://t.co/EqMMr2L0QT",5,Sprinklr Publishing,
Hurify,885846367381315586,"Redmond, WA",2023-01-18 10:12:03,Hurify Launches Next Generation Platform with Improved User Experience to Scale the Adoption of IoT Marketplace and… https://t.co/HcRlm7zQG4,0,SocialChamp IO ,
Microsoft SharePoint,26541422,"Redmond, WA",2023-01-18 09:11:01,"📅 Agenda for the #Microsoft365dev &amp; #PowerPlatform call 19th of January

✅ The latest news and updates
✅ Demos on… https://t.co/CAarj6Ab8s",15,Sprinklr Publishing,
Matthew’s “Niche” Interests!,962451527959945216,"Kirkland, WA",2023-01-18 08:30:18,I miss the effortless community of college a lot. So many wonderful people all within walking distance,0,Twitter for iPhone,
Deutski🌹ドイツキ,1172314646507708418,"Bellevue, WA",2023-01-18 04:22:25,"CM Stokes implies that the community - ""residents and businesses, people who are really interested in the community… https://t.co/2KCe95PVUU",0,Twitter Web App,
Deutski🌹ドイツキ,1172314646507708418,"Bellevue, WA",2023-01-18 04:21:15,"CM Zahn echoes Mayor's comments, wants Bellevue to be an example for other cities. Likes separate home ownership fo… https://t.co/2fc6rUP13q",0,Twitter Web App,
Deutski🌹ドイツキ,1172314646507708418,"Bellevue, WA",2023-01-18 04:05:56,"2B would actually be the LUCA process - moving it through the Planning Commission. ""This would be the process where… https://t.co/67ToxcwHwf",0,Twitter Web App,
Ryan J McNamara,1178776117794066432,"Kirkland, WA",2023-01-18 01:26:27,@CryptoServidora Bought the Blackcard yesterday!! Cannot wait for what is to come for the company and community!! 🙏🏻🔥💯,0,Twitter for iPhone,
Deutski🌹ドイツキ,1172314646507708418,"Bellevue, WA",2023-01-18 01:16:05,Important to note that tonight's direction on missing middle &amp; permit streamlining work would just be the start of… https://t.co/Dd8CyB0G8Y,0,Twitter Web App,
Kevin Marcus Miller,4670672089,"Kirkland, WA",2023-01-18 00:12:24,Who should we interview in our Facebook community? Tag them! https://t.co/byzZxCyyf9,0,Twitter for iPhone,
Walt Chambers,413574704,"Kirkland, WA",2023-01-17 23:37:11,"In the Warrior Raid, you'll have community, competition, programming, and expert support to unlock your next fitness level 📈",0,Twitter Web App,
INFITNITE®,1566163855080030209,"Kirkland, WA",2023-01-17 23:17:55,"#Gamer, unlock your #fitness goals with the Warrior Raid! Our Fitness MMO-RPG Combat Training experience that gives… https://t.co/d59lvs3xGd",0,Twitter Web App,
Everything Microsoft,20439140,C:\Redmond,2023-01-17 22:37:34,Upcoming January 2023 Microsoft 365 Champion Community Call https://t.co/G59E1l6TbN,1,dlvr.it,
Jasmin Plan,1414696800812863488,"Redmond, WA",2023-01-17 22:08:58,Coal is important to investigate.  Hillary Clinton tried to keep these sites in government and community awareness… https://t.co/CweOneGEDX,0,Twitter Web App,
Brien | JTS,171782387,"Bellevue, WA",2023-01-17 21:35:35,"@garfep @SuckerPunchProd I’ve been lucky to have family here in Seattle since we moved last year, but I totally und… https://t.co/npkTpV4pJT",0,Twitter for iPhone,
Bassett Furniture,4060025834,"Redmond, WA",2023-01-17 21:27:07,Our skilled and compassionate team does more than provide our Redmond community with beautiful furniture and home a… https://t.co/ptZ83YQZ5K,0,Main Street Hub,
Aegis Living,49690040,"Bellevue, WA",2023-01-17 21:10:07,"New Year, new tamales! Our residents at Aegis Living Ventura had a blast bringing tradition to life and reliving me… https://t.co/GyTc8Nrkyw",0,Sprout Social,
Stazzi,1390392535390986240,"Kirkland, WA",2023-01-17 21:04:46,@frankdegods We believe that 100%. Hope to discuss with you how to really up community in web3 right now.,0,Twitter for iPhone,
Microsoft Adoption & Community,1453125778040754176,"Redmond, WA",2023-01-17 19:56:09,"🗣️Calling all #CommunityLeaders for tech!

🤗Looking for ways to have a broader reach? 
💻Looking to enhance your tec… https://t.co/sSu1Qyob5I",25,Twitter Web App,
Randy Treibel (Taylor’s Version),14611522,Kirkland,2023-01-17 19:29:15,"@imik_plays That kind of color is definitely more popular in the soccer and running community. As day to day wear, it's too loud.",0,Twitter Web App,
jeremy.eth,14085508,"Washington, Kirkland",2023-01-17 18:46:42,Cool to see the @ExpansionPunks community voted (via DAO) to use the collection treasury to acquire a… https://t.co/fTceklEs47,7,Twitter Web App,
Microsoft Azure,17000457,"Redmond, WA",2023-01-17 18:29:10,"@jswriter_ Hey there! The teams are always looking to improve the service. Feel free to submit this, and any other… https://t.co/nKNJkjpf1K",1,Sprinklr Publishing,
Jason Matias,871447064177106944,"Bellevue, WA",2023-01-17 18:10:25,@CrumpetCrypto Peer to peer without the community,0,Twitter for iPhone,
Steve Lee,3234616374,"Redmond, WA",2023-01-17 17:58:35,Reminder that the monthly #PowerShell Community Call is this Thursday @ 9:30a PST.  https://t.co/0N0oK8Ph2v.  Agend… https://t.co/OyfLdaH42v,10,Twitter Web App,
City of Redmond,46755413,"Redmond, WA USA",2023-01-17 17:00:41,"In this week's City News...Participate in Redmond’s Annual Community Survey, Celebrate a Milestone for the Redmond… https://t.co/lknhvTIoSZ",1,GovDelivery,
Azure Synapse Analytics,1288534032804847616,"Redmond, WA",2023-01-17 17:00:00,It's #TutorialTuesday! Today we're sharing a community video from Apostolos Athanasiou where he explores core capab… https://t.co/FTNFBBEWBL,8,Sprinklr Publishing,
Microsoft Partner,18267245,"Redmond, WA",2023-01-17 17:00:00,"Coming to a city near you: Microsoft Black Partner Growth Initiative (BPGI) Innovation Tour. 🤩✈️

We'll visit 12 ci… https://t.co/P6zk5p0LG7",2,Sprinklr Publishing,
Wolfgang Baur,14364626,"Kirkland, Washington",2023-01-17 16:39:35,Seeing the spells from the community is one of the best parts of these projects. https://t.co/uY94K50iVC,1,Twitter for iPhone,
Sasquatch Strength,1196452404834603008,"Redmond, WA",2023-01-17 16:02:29,"We love our members! See you in the gym! 
.
.
. 
#memberspotlight #membertestimonials #community #weloveourmembers… https://t.co/lBHldiZwgw",0,LaterMedia,
Microsoft 365 Developer,23614766,"Redmond, WA",2023-01-17 12:14:01,"📅 Agenda for the #MicrosoftIdentity Monthly Community Call on 19th January 9 AM PT

✅ Topic - Productivity Tips for… https://t.co/3ANArDl6M5",2,Sprinklr Publishing,
Microsoft Stream,748312285026742274,"Redmond, WA",2023-01-17 12:06:34,"@JimJUK Hi. Your opinion is truly important to us, and feel free to share this suggestion with us through our commu… https://t.co/QRyLMGhCJQ",0,Sprinklr Publishing,
TimeXtender,187906124,"Bellevue, WA",2023-01-17 10:10:00,Have you joined the new TimeXtender Community yet? It is the absolute best place to find all things TimeXtender rel… https://t.co/rxW66A9Quw,0,HubSpot,
MindfulAI,1607986707147919362,"Bellevue, WA",2023-01-17 06:09:01,Get ready to revolutionize the way you live and work with Mindful AI! Our growing community is dedicated to empower… https://t.co/LvPUH01HYu,1,Twitter for iPhone,
Toby,1817591,"Redmond, WA",2023-01-17 05:26:23,"I never got the chance to use AIX, or HP-UX, in a professional capacity but I'm still sad to see projects like this… https://t.co/doWGIknuhF",0,Twitter Web App,
Philip Githinji COG (Hon),475643847,United States,2023-01-17 05:05:44,"@WilliamsRuto you are young, energetic, and educated enough to make a huge difference in our politics. @rigathi you… https://t.co/aPc7RPrvh2",0,Twitter for iPhone,
Anand Raman,27378145,"Redmond, WA",2023-01-17 01:50:27,"Azure OpenAI Service is now generally available! @eric_boyd is spot on. ""The pace of innovation in the AI community… https://t.co/HFesioBeXq",0,LinkedIn,
Kevin Halstead,36844128,Redmond ,2023-01-16 23:43:22,@jpalmiotti We have a retirement community up the road and I’ve given them a number of DVDs and books.  The residen… https://t.co/LaR7sTRExv,0,Twitter for iPhone,
Kobold Press,17593847,"Kirkland, WA",2023-01-16 22:42:05,"@KablooeyFN We don't do organized play in stores. However, we hold Kobold Chronicles in our discord, a community-co… https://t.co/8PAliqkalR",0,Twitter Web App,
Walt Chambers,413574704,"Kirkland, WA",2023-01-16 21:45:52,"What if you could train alongside this community completely online, compete against each other, and interact like a… https://t.co/RXYSKUa4HD",0,Twitter for iPhone,
Walt Chambers,413574704,"Kirkland, WA",2023-01-16 21:45:29,"What if you could be part of a community of like-minded Gamers with the same fitness goal as you, the same experien… https://t.co/7Sci18XZL6",0,Twitter for iPhone,
FOTUS,707868277,"Redmond, WA",2023-01-16 21:12:40,@autobot117 I started there halo community war again… I says 343 was a good developer…,0,Twitter for iPhone,
Paizo,16162631,"Redmond, WA",2023-01-16 20:36:33,@R_E_W_III Welcome! We have a new Community and Social Media Specialist. Email marketing @ paizo dot com and we will put you in touch.,0,Twitter for iPhone,
Gabriel Bercea,15590925,"Redmond, WA",2023-01-16 19:44:35,@jakeshieldsajj Hmm these is one of those rare occasions where community notes are not really accurate.,0,Twitter for Android,
Everything Microsoft,20439140,C:\Redmond,2023-01-16 19:28:34,HLS Community Connection- Power Automate in Microsoft Teams Feb 16th https://t.co/4UgcY142X7,2,dlvr.it,
